HOUSEID,ANNMILES,GASUSGE,HighestEDUC,TAXISERVICE,RIDESHARE22,ESCOOTERUSED,PTUSED,MCTRANSIT,WALKTRANSIT,BIKETRANSIT,EMPLOYMENT2,WTHHFIN,WTHHFIN5D,WTHHFIN2D,NUMADLT,HOMEOWN,HOMETYPE,RAIL,CENSUS_D,CENSUS_R,HH_HISP,DRVRCNT,CNTTDHH,CDIVMSAR,FLAG100,HHFAMINC,HHFAMINC_IMP,HH_RACE,HHSIZE,HHVEHCNT,HHRELATD,LIF_CYC,MSACAT,MSASIZE,TRAVDAY,URBAN,URBANSIZE,URBRUR,PPT517,YOUNGCHILD,RESP_CNT,URBRUR_2010,TDAYDATE,WRKCOUNT,STRATUMID
9000055409,200000,6690.518364636597,6,0,0,0,0,0,1,0,83,29083.799342,36393.154265,0.0,2,3,3,2,5,3,2,3,10,54,1,4,4,2,4,1,1,5,4,6,2,4,6,2,2,0,4,1,202203,3,1029
9000055886,36352,1891.3473151122046,6,0,0,0,0,0,2,0,95,15237.754001,0.0,53303.492391,3,1,1,2,5,3,2,3,9,52,1,8,8,1,5,2,1,6,2,4,1,4,6,2,2,0,5,2,202203,3,1030
9000056050,200000,12604.46375574351,6,0,0,0,0,0,5,0,0,9769.2474653,0.0,40018.148907,2,2,1,1,9,4,2,1,2,91,1,4,4,3,2,1,1,10,1,5,1,1,4,1,0,0,2,1,202203,0,1037
9000056109,193841,7489.418831114689,6,0,0,0,0,0,45,0,80,4623.6804066,6206.1169813,0.0,2,1,1,2,3,2,2,2,4,32,1,8,8,1,2,2,1,2,2,4,4,1,5,1,0,0,2,1,202203,2,1025
9000056162,90000,3054.126380520913,6,0,0,0,0,0,0,0,60,24675.779731,34895.198504,0.0,3,3,2,1,9,4,1,3,0,91,1,6,6,1,3,3,1,2,1,5,3,1,4,1,0,0,3,1,202203,2,1037
9000056279,107000,3718.636435491973,4,0,0,0,0,0,0,0,40,30318.22471,39557.531504,0.0,1,2,2,2,5,3,2,1,2,53,1,7,7,6,1,3,2,9,3,3,6,1,3,1,0,0,1,1,202203,1,1029
9000056324,152000,5997.360622670227,6,0,15,0,0,0,15,0,0,29538.647835,37847.242465,0.0,2,3,3,2,7,3,2,1,2,72,1,1,1,2,2,1,1,2,2,5,4,1,5,1,0,0,2,1,202204,0,1033
9000056458,79100,2639.3618372191986,8,0,0,0,0,0,0,0,200,50318.596392,0.0,164126.31314,7,1,1,2,7,3,2,6,0,72,1,11,11,3,9,5,1,4,2,5,1,1,5,1,0,2,7,1,202204,5,1033
9000056634,36536,1878.5552885526868,5,0,3,0,0,0,1,0,50,13228.287538,16712.365832,0.0,2,1,1,2,9,4,2,2,16,93,1,11,11,1,2,5,1,2,3,3,5,1,2,1,0,0,2,1,202203,1,1038
9000056697,120000,6839.550651475552,4,0,0,0,0,0,0,0,0,6949.7039449,7758.8357487,0.0,1,1,1,2,9,4,2,1,4,93,1,6,6,1,1,1,2,9,3,3,3,4,6,2,0,0,1,2,202203,0,1038
9000056796,143000,5756.814349246333,6,0,5,0,0,0,7,0,50,3168.9600207,0.0,11348.299245,1,3,3,2,8,4,2,1,0,82,1,6,6,1,1,1,2,1,2,4,1,1,5,1,0,0,1,1,202204,1,1035
9000056852,90300,4581.753307973997,7,0,0,0,0,0,7,5,45,4776.9248826,6329.0148294,0.0,1,3,3,2,3,2,2,1,4,32,1,7,7,1,1,2,2,1,2,4,4,1,5,1,0,0,1,1,202203,1,1025
9000056959,109145,3901.9304753092442,6,0,0,0,0,0,8,0,105,3319.8984057,4261.8048868,0.0,2,1,1,2,1,1,2,2,6,12,1,9,9,1,2,2,1,2,2,4,5,1,3,1,0,0,2,1,202203,2,1021
9000056968,51000,2141.604956971268,4,0,0,0,0,15,3,0,80,9887.3012126,0.0,36174.432489,2,1,1,1,5,3,2,2,8,51,1,6,6,1,4,2,1,4,1,5,1,1,4,1,2,0,4,1,202204,2,1029
9000057111,127000,4813.501098374034,3,0,0,0,0,0,0,0,0,20719.922893,25934.95481,0.0,1,1,2,2,5,3,2,1,0,52,1,1,1,1,1,1,2,1,2,4,6,1,2,1,0,0,1,1,202204,0,1029
9000057415,130000,5005.87959457625,7,1,0,0,20,0,0,0,40,9054.9503917,13701.296044,0.0,1,1,1,2,9,4,2,1,0,93,1,8,8,1,1,1,2,9,3,2,5,1,1,1,0,0,1,1,202204,1,1037
9000057485,43100,2338.851603665147,8,0,0,0,0,0,0,0,50,5605.7470555,0.0,25668.821584,2,1,1,2,3,2,2,2,2,33,1,8,8,1,2,3,1,2,3,3,1,1,3,1,0,0,2,2,202203,1,1026
9000057619,222000,11366.155851212317,7,0,0,0,0,0,0,0,0,5807.3077429,7439.9043821,0.0,2,2,1,2,5,3,2,2,0,53,1,6,6,1,2,2,1,10,3,2,3,1,2,1,0,0,2,1,202203,0,1030
9000057635,114000,4464.4878842869675,5,0,0,0,0,0,0,0,80,3691.4406668,5149.3590699,0.0,2,1,4,2,7,3,2,2,6,73,1,6,6,1,2,2,1,2,3,1,2,4,6,2,0,0,2,2,202203,2,1034
9000057637,100000,6115.049288867087,4,0,0,0,0,0,0,0,0,18058.081744,0.0,72117.262008,2,3,4,2,6,3,2,1,2,62,1,2,2,1,2,1,1,10,2,4,1,4,6,2,0,0,2,2,202204,0,1032
9000057806,49771,2701.0683462226775,7,0,1,0,0,0,0,0,75,6317.6576646,8100.3277657,0.0,2,1,1,2,3,2,2,2,10,32,1,8,8,1,5,4,1,6,2,4,5,4,6,2,3,0,5,2,202203,2,1026
9000057855,217667,11958.001981871703,7,0,0,0,0,0,0,0,80,3971.7946497,5362.9206107,0.0,2,1,1,2,5,3,2,2,18,53,1,9,9,1,5,3,1,4,3,3,5,4,6,2,2,1,4,2,202203,2,1030
9000057934,80120,3006.1306928282825,3,0,0,0,0,10,3,0,30,63679.904003,108075.89877,0.0,2,1,1,2,4,2,2,2,1,43,1,10,10,1,3,3,1,6,3,1,4,4,6,2,1,0,3,2,202203,1,1028
9000071906,43000,1949.5686105035827,4,0,0,0,0,0,2,0,82,14688.505242,20690.995322,0.0,3,1,1,1,1,1,2,3,8,11,1,10,10,1,5,3,1,6,1,4,2,1,4,1,2,0,5,1,202205,2,1021
9000071986,100000,3597.3397004999397,8,0,0,0,0,0,0,0,0,6538.0951063,8149.2674365,0.0,2,3,1,2,5,3,2,2,0,52,1,3,3,1,2,2,1,10,2,5,4,4,6,2,0,0,2,1,202204,0,1029
9000072003,160000,5800.78417253485,3,0,15,0,5,0,5,0,40,82592.671501,0.0,348306.02499,2,1,1,2,8,4,1,2,0,82,1,5,5,1,4,2,1,4,2,5,1,1,5,1,1,1,3,1,202205,1,1035
9000072029,37727,2136.3142895729193,5,0,0,0,0,0,12,9,114,16451.241399,21975.866529,0.0,3,1,1,2,5,3,2,3,10,53,1,6,6,1,3,3,1,2,3,3,5,1,3,1,0,0,3,1,202204,3,1029
9000072101,94000,4394.014165239821,4,0,0,0,0,0,0,0,105,5617.7547062,7645.4094628,0.0,2,1,1,2,3,2,2,2,14,34,1,7,7,1,2,5,2,2,4,6,2,4,6,2,0,0,2,2,202204,2,1026
9000072200,60000,2865.851233018488,5,0,0,0,0,0,0,0,120,24927.550782,35523.110357,0.0,4,1,1,2,5,3,2,4,6,53,1,10,10,1,4,5,1,10,3,3,2,4,6,2,0,0,4,2,202204,3,1030
9000072392,355000,13223.972197791445,5,0,0,0,0,0,0,0,35,15449.574748,0.0,52665.486279,2,1,1,2,9,4,2,3,0,93,1,5,5,1,4,3,1,6,3,1,1,1,1,1,2,0,4,1,202205,2,1037
9000072394,150000,5223.724355754348,6,0,0,0,0,0,0,0,40,4356.5974871,6837.1538488,0.0,2,1,1,2,4,2,2,2,13,42,2,10,10,1,4,2,1,6,2,4,2,4,6,2,2,0,3,2,202204,2,1028
9000072639,41813,2210.1252216224966,8,0,2,0,0,0,2,0,80,6267.2799388,0.0,17935.667658,2,1,1,2,7,3,2,2,2,72,1,11,11,1,2,4,1,2,2,5,1,1,5,1,0,0,2,2,202205,2,1033
9000072657,60000,2449.210752868303,6,0,3,0,0,0,3,0,80,283794.27029,0.0,674977.66555,3,1,1,2,3,2,1,3,8,33,1,11,11,1,3,3,1,8,3,3,7,1,3,1,0,0,3,1,202205,3,1025
9000072770,65000,3785.881927513324,3,0,0,0,0,0,0,0,40,31478.415931,68341.14001,0.0,2,3,1,2,1,1,2,2,4,14,1,7,7,1,2,2,1,10,4,6,2,4,6,2,0,0,2,2,202205,1,1022
9000072870,85000,2951.1311302554327,4,0,0,0,0,0,0,4,80,14928.377145,20309.043297,0.0,2,3,3,2,2,1,2,2,2,22,1,7,7,1,2,2,1,2,2,4,2,1,3,1,0,0,2,1,202205,2,1023
9000072910,77000,2560.976593858201,4,0,3,2,0,0,43,0,80,7793.8481085,0.0,30771.678001,2,3,3,2,3,2,2,1,2,32,1,6,6,1,2,1,1,2,2,4,1,1,5,1,0,0,2,1,202205,2,1025
9000072928,345000,12968.143164659974,3,0,0,0,0,0,0,0,60,8692.1722341,11548.798709,0.0,2,3,3,2,3,2,2,2,0,32,1,1,1,1,2,2,2,2,2,5,2,1,5,1,0,0,2,1,202204,2,1025
9000073041,60000,2110.5956992946863,3,0,0,0,0,0,0,0,0,14097.080671,0.0,57753.074251,1,3,3,2,3,2,2,1,0,33,1,4,4,1,1,1,2,9,3,2,1,1,2,1,0,0,1,1,202204,0,1025
9000073153,400000,19179.997915103995,6,0,0,0,0,0,0,0,0,8754.1591376,0.0,32633.437335,2,3,1,2,5,3,2,2,4,53,1,3,3,1,2,2,1,2,3,1,1,2,6,1,0,0,2,2,202204,0,1030
9000073232,35030,2091.1120811123983,3,0,0,0,0,0,0,0,0,22764.124766,32776.308317,0.0,1,2,1,1,5,3,2,1,0,51,1,8,8,1,1,3,2,9,1,5,3,1,1,1,0,0,1,1,202204,0,1029
9000073406,101400,5185.937893826896,8,0,0,0,0,0,1,0,80,10854.71519,15480.698626,0.0,2,1,1,2,5,3,2,2,10,53,1,10,10,1,4,2,1,6,3,3,6,1,2,1,2,0,4,1,202204,2,1029
9000073569,200000,12478.419118186075,4,0,5,0,0,0,3,2,0,24746.448821,26514.474547,0.0,1,4,5,2,6,3,2,1,2,63,1,5,5,1,1,1,2,1,3,1,3,4,6,2,0,0,1,2,202205,0,1032
9000073599,22000,1978.4862143710398,6,0,1,0,0,0,0,0,0,9542.2307008,0.0,29613.482432,1,2,1,2,9,4,2,1,0,92,1,7,7,1,1,3,2,9,2,4,7,1,5,1,0,0,1,1,202204,0,1037
9000073705,60000,2219.3667531186293,7,0,0,0,0,0,7,0,30,18311.201824,22760.173131,0.0,1,1,1,2,5,3,1,1,21,54,1,5,5,1,4,1,1,3,4,6,5,2,6,1,2,1,3,1,202205,1,1029
9000073825,200000,7656.885545810919,5,5,30,0,0,0,0,0,40,25573.612593,33283.441616,0.0,1,1,1,2,8,4,1,1,0,82,1,3,3,1,1,2,2,1,2,5,6,1,2,1,0,0,1,1,202204,1,1035
9000073868,110200,4163.730983959451,5,0,0,0,0,0,60,0,0,9585.6737608,0.0,29586.25684,2,2,1,2,9,4,2,2,4,92,1,9,9,1,2,4,1,10,2,4,7,1,5,1,0,0,2,1,202204,0,1037
9000073884,222000,8060.73869530073,6,0,0,0,0,0,0,2,95,14108.803995,17527.744066,0.0,2,1,1,2,4,2,2,3,8,42,1,8,8,1,4,3,1,6,2,5,2,1,5,1,2,0,4,1,202205,3,1027
9000073911,168000,10377.05333868354,4,0,0,0,0,0,20,0,40,24356.71636,33125.567488,0.0,1,3,3,2,7,3,2,1,2,73,1,6,6,1,1,1,2,1,3,2,5,1,2,1,0,0,1,1,202204,1,1033
9000073913,138000,5230.418516343439,2,4,0,0,0,0,3,0,0,42109.693053,0.0,162679.53267,1,3,3,2,2,1,2,1,0,23,1,1,1,1,1,1,2,1,3,1,1,2,6,1,0,0,1,1,202204,0,1023
9000074261,235000,8264.953722762042,6,0,0,0,0,0,0,0,140,4636.5004669,0.0,14953.912676,4,1,1,2,9,4,2,3,0,93,1,11,11,4,4,3,1,2,3,2,1,1,2,1,0,0,4,1,202205,3,1039
9000074303,200000,7429.468388214788,3,0,0,0,0,0,5,0,0,46864.600944,62576.993802,0.0,1,3,3,2,3,2,2,1,3,33,1,1,1,1,1,1,2,1,3,1,4,1,1,1,0,0,1,1,202205,0,1025
9000074323,418000,15337.837146765029,4,0,2,0,0,0,0,0,100,28993.505808,43368.642932,0.0,2,1,1,1,5,3,2,2,9,51,1,8,8,1,5,3,1,4,1,5,3,4,6,2,2,1,4,2,202205,2,1030
9000074454,134000,4818.665944187878,7,0,0,0,0,0,0,0,80,9461.1182353,0.0,30223.451693,3,1,1,2,2,1,2,3,8,23,1,11,11,1,3,3,1,8,3,1,1,4,6,2,0,0,3,2,202204,2,1024
9000074610,210000,7300.719693744614,5,0,0,0,0,0,30,3,75,15005.237283,0.0,54895.580047,2,1,1,2,3,2,2,2,4,32,1,7,7,1,7,2,1,4,2,5,7,4,6,2,3,2,5,1,202204,2,1025
9000074620,47307,2005.3646721984003,6,0,0,0,0,1,3,1,80,6909.5461505,10677.624281,0.0,3,1,1,2,5,3,2,3,2,53,1,10,10,1,3,4,1,10,3,3,2,1,2,1,0,0,3,1,202205,2,1029
9000074837,74527,4603.396751024216,3,0,0,0,0,0,0,0,40,58846.925767,78067.598098,0.0,2,3,2,2,7,3,1,2,9,73,1,3,3,1,2,1,1,2,3,3,5,1,3,1,0,0,2,1,202204,1,1033
9000075102,52000,2617.622347351819,7,0,0,0,0,0,0,0,80,4173.2552091,6166.8486377,0.0,2,1,1,2,6,3,2,2,2,63,1,9,9,1,2,2,1,10,3,1,5,1,1,1,0,0,2,1,202204,2,1031
9000075192,60000,2678.1935447906435,5,0,0,0,0,0,0,0,75,22410.495921,29460.451835,0.0,3,1,1,2,9,4,2,3,10,92,1,10,10,1,4,4,1,6,2,5,3,4,6,2,1,0,4,2,202206,2,1038
9000075212,66000,3436.006146184213,8,0,0,0,0,0,12,0,60,2476.5267322,0.0,6909.3885667,2,1,1,2,4,2,2,2,4,43,1,9,9,1,2,4,1,2,3,1,1,4,6,2,0,0,2,2,202204,1,1028
9000075221,55000,1915.3126856670765,7,0,0,0,0,0,4,0,70,7839.4404874,9382.8822563,0.0,2,1,1,2,4,2,2,2,7,42,1,7,7,1,4,2,1,6,2,5,6,1,5,1,2,0,4,1,202204,2,1027
9000075254,53460,2035.575894692919,6,0,0,0,0,5,4,0,0,5771.6931659,7254.4452332,0.0,2,1,1,2,3,2,2,2,3,34,1,8,8,1,2,7,1,10,4,6,5,4,6,2,0,0,2,2,202204,0,1026
9000075483,100000,3462.3750190127,4,0,0,0,0,0,0,0,80,32141.210961,0.0,135987.215,2,2,4,2,5,3,2,2,0,53,1,6,6,2,2,1,1,2,3,2,7,1,2,1,0,0,2,1,202204,2,1029
9000075514,66000,2559.456626059447,7,0,0,0,0,0,6,6,90,17292.792258,23534.677289,0.0,2,1,1,2,4,2,2,2,15,43,1,10,10,1,3,3,1,6,3,1,2,4,6,2,1,0,3,1,202204,2,1027
9000075644,73000,2437.6199221637116,7,0,5,8,2,8,45,0,1,33949.267243,45221.758268,0.0,4,3,2,2,5,3,2,4,1,53,1,6,6,3,4,4,2,2,3,1,3,1,1,1,0,0,4,2,202205,1,1030
9000075749,36290,2115.7913614011513,7,0,0,0,0,0,2,0,20,13907.472278,20493.79718,0.0,2,1,1,2,6,3,2,2,10,63,1,6,6,1,2,2,1,10,3,3,6,1,2,1,0,0,2,1,202205,1,1031
9000075932,100000,3393.7459285407976,7,0,0,0,0,0,0,0,120,9174.5151329,11903.858402,0.0,3,3,1,2,5,3,2,3,2,53,1,7,7,1,9,3,1,4,3,1,6,1,1,1,4,2,7,1,202204,2,1029
9000076012,41900,1862.9093514576512,7,0,0,0,0,0,0,0,115,16956.361181,0.0,50973.404818,2,1,1,2,3,2,2,4,7,32,1,10,10,1,5,4,1,4,2,5,1,1,5,1,2,1,4,1,202204,4,1025
9000076045,146700,6118.976820252465,4,0,0,0,0,0,8,0,0,22165.851509,31472.991928,0.0,2,2,1,2,3,2,2,2,3,33,1,5,5,1,2,3,1,10,3,2,6,4,6,2,0,0,2,1,202204,0,1025
9000076110,120000,4196.818204863879,6,0,0,0,0,0,0,0,40,52957.410534,0.0,228198.48157,1,3,3,2,2,1,2,1,0,23,1,7,7,3,1,1,2,1,3,1,7,1,1,1,0,0,1,1,202205,1,1023
9000076163,72000,2936.0500777883035,7,0,0,0,1,0,51,8,101,6166.8192687,0.0,18082.324307,4,1,1,2,6,3,2,4,28,62,1,11,11,1,4,4,1,8,2,4,7,1,3,1,0,0,4,1,202204,2,1031
9000076395,96000,3602.1664912556557,5,0,6,0,0,0,0,0,0,9696.6997617,11904.688358,0.0,1,1,1,2,5,3,2,1,0,53,1,4,4,1,1,1,2,9,3,3,6,1,2,1,0,0,1,1,202204,0,1029
9000076414,68080,3084.22342482317,6,0,0,0,0,0,0,0,64,11636.25631,15315.535161,0.0,3,1,1,2,5,3,2,3,4,53,1,6,6,1,3,2,1,10,3,1,3,2,6,1,0,0,3,2,202204,2,1030
9000076849,219000,8369.58604323974,6,0,0,0,0,0,10,0,140,10681.261659,14790.494433,0.0,3,4,1,1,9,4,2,3,9,91,1,7,7,3,3,5,1,2,1,5,2,1,4,1,0,0,3,1,202204,3,1037
9000076874,129991,4592.173719134135,8,1,0,0,0,0,0,0,130,12132.272052,16274.812263,0.0,2,1,1,2,5,3,2,2,9,52,1,8,8,1,4,3,1,6,2,4,2,4,6,2,2,0,4,2,202204,2,1030
9000076941,161300,5901.179095626193,7,0,7,0,0,0,21,0,75,4476.593764,5854.1091771,0.0,2,3,1,2,7,3,2,2,5,72,1,6,6,1,2,3,1,2,2,4,3,1,5,1,0,0,2,1,202204,2,1033
9000077175,37000,1885.1334039827484,7,0,0,0,0,0,0,0,110,12094.327428,0.0,42843.18997,2,1,1,2,3,2,2,2,8,32,1,10,10,1,2,2,1,2,2,4,1,4,6,2,0,0,2,2,202205,2,1026
9000077545,360000,17577.593724375503,4,0,0,0,0,0,0,0,135,6864.5819444,11159.130671,0.0,3,3,1,2,4,2,2,3,2,42,1,7,7,1,3,3,2,2,2,5,3,4,6,2,0,0,3,2,202204,3,1028
9000077601,197000,6929.212503186586,6,0,0,0,0,0,0,0,40,4711.6163601,7516.9710725,0.0,2,1,1,2,4,2,2,2,5,43,1,11,11,1,3,3,1,8,3,3,6,4,6,2,1,0,3,2,202204,1,1028
9000077621,58000,2836.0498243553807,3,0,0,0,0,0,0,0,0,15947.311909,23088.608047,0.0,2,1,1,2,4,2,2,2,9,42,1,6,6,1,5,2,1,4,2,4,5,2,6,1,2,1,4,2,202204,0,1028
9000077629,69300,2652.6113787327045,8,0,0,0,0,0,2,0,80,22547.538806,30867.945083,0.0,2,1,1,1,3,2,2,2,7,31,1,11,11,3,3,2,1,6,1,5,5,4,6,2,1,0,3,2,202204,2,1026
9000077636,67543,2246.4421049216166,6,0,2,0,0,0,0,0,85,5980.8463358,8324.5384558,0.0,2,1,1,2,2,1,2,2,2,22,1,10,10,1,2,2,1,2,2,4,2,4,6,2,0,0,2,2,202204,2,1024
9000086500,100000,4788.180301320099,4,0,0,0,0,0,0,0,56,23838.673762,30023.879475,0.0,2,1,1,2,3,2,2,2,2,32,1,5,5,1,4,2,1,4,2,4,6,4,6,2,0,2,2,2,202205,2,1026
9000086548,370000,18124.929378154335,7,0,0,0,2,0,5,5,60,15747.711721,24175.852226,0.0,1,1,1,2,9,4,2,1,2,93,1,11,11,1,1,2,2,1,3,2,5,1,1,1,0,0,1,1,202205,1,1037
9000086748,44182,1990.1605277959688,6,0,0,0,0,10,0,0,80,4557.2427813,6330.7047834,0.0,2,1,1,1,5,3,2,2,0,51,1,9,9,1,2,5,1,2,1,5,2,4,6,2,0,0,2,2,202205,2,1030
9000086775,221000,10976.839869381107,7,0,0,0,0,0,0,0,80,7136.21097,10926.116531,0.0,2,1,1,2,5,3,2,2,4,52,1,10,10,1,2,2,1,2,2,4,2,1,5,1,0,0,2,1,202206,2,1029
9000086912,152000,5953.646200750463,7,0,0,0,0,0,0,0,40,10661.72242,0.0,35759.852473,2,1,1,2,2,1,2,2,8,22,1,7,7,1,4,2,1,6,2,4,1,1,5,1,2,0,4,1,202205,1,1023
9000087049,96000,3495.178544298871,4,0,0,0,0,0,0,0,0,12837.933815,0.0,45015.071527,1,1,2,2,2,1,2,1,2,23,1,2,2,1,1,1,2,9,3,2,1,1,2,1,0,0,1,1,202205,0,1023
9000087406,77647,2661.546027702663,4,0,0,0,0,0,25,5,0,55143.954967,0.0,211904.11065,2,1,1,1,2,1,2,1,2,21,1,5,5,3,2,1,1,10,1,5,1,1,4,1,0,0,2,1,202205,1,1023
9000087460,80000,2959.378457637674,8,0,0,0,0,0,0,0,40,20940.850806,26285.726803,0.0,3,2,4,2,5,3,1,3,4,52,1,6,6,1,4,2,1,8,2,4,5,1,5,1,1,0,4,1,202205,1,1029
9000087470,43914,2242.8394929173437,6,0,0,0,0,0,0,0,110,7211.9564737,8238.9573187,0.0,2,1,1,2,6,3,2,2,4,63,1,7,7,1,2,2,1,10,3,1,3,4,6,2,0,0,2,2,202205,2,1032
9000087493,166700,5670.288137057905,6,0,0,0,0,0,0,0,193,22570.474294,0.0,90697.463355,4,1,1,2,7,3,1,4,8,74,1,9,9,97,6,4,1,6,4,6,1,4,6,2,2,0,6,1,202205,4,1033
9000087554,60000,2464.489929704476,7,0,4,0,0,0,0,0,112,19619.376358,0.0,76485.255135,2,3,3,2,3,2,2,2,3,33,1,4,4,2,4,1,1,6,3,1,1,2,6,1,2,0,4,1,202206,2,1025
9000087612,46800,2285.054159238619,6,0,0,0,0,0,25,0,65,5163.504678,5956.8552533,0.0,2,1,1,2,9,4,2,2,2,93,1,7,7,1,2,4,1,10,3,1,2,4,6,2,0,0,2,2,202205,2,1038
9000087690,350000,12057.112243147923,6,0,0,0,0,0,0,0,40,9636.4825979,0.0,22806.787896,2,2,1,2,8,4,2,2,2,82,1,9,9,1,3,2,1,4,2,4,1,1,5,1,0,1,2,1,202207,1,1035
9000087740,200000,7429.468388214788,6,0,0,0,0,0,0,0,40,19026.320218,27114.755369,0.0,2,2,1,2,6,3,2,2,6,62,1,6,6,3,2,1,1,2,2,4,3,1,5,1,0,0,2,1,202205,1,1031
9000087993,55000,2070.054533656325,6,0,0,0,0,0,6,3,30,5251.1275358,6381.5037247,0.0,2,3,3,2,3,2,2,2,16,33,1,6,6,1,2,2,1,2,3,1,3,4,6,2,0,0,2,2,202205,1,1026
9000088396,65000,2536.4742763460467,4,0,0,0,0,0,0,0,40,72948.792388,107882.67084,0.0,2,3,3,2,6,3,2,2,4,63,1,6,6,1,6,2,1,6,3,2,6,1,2,1,4,0,6,1,202206,1,1031
9000088459,37500,2371.4361152768024,5,0,0,0,0,10,0,0,0,8530.0435414,11144.483175,0.0,2,2,1,2,3,2,2,2,4,32,1,-8,6,1,2,7,1,10,2,4,3,4,6,2,0,0,2,2,202205,0,1026
9000088545,175000,8354.562475805347,6,0,1,0,0,0,25,0,69,4071.8697961,0.0,14649.291642,2,1,1,2,6,3,2,2,4,62,1,6,6,1,2,3,1,2,2,4,1,1,5,1,0,0,2,1,202205,2,1031
9000088617,48000,1875.3494176026475,7,0,0,0,0,0,2,0,76,10767.618119,15027.986009,0.0,2,1,1,2,9,4,2,2,10,93,1,9,9,1,2,4,1,2,3,2,3,1,2,1,0,0,2,1,202205,2,1037
9000088774,107500,3794.3128708740196,6,3,3,0,5,0,1,25,110,16516.570919,24822.445581,0.0,2,1,1,1,5,3,2,2,0,51,1,10,10,1,2,2,1,2,1,5,6,1,4,1,0,0,2,1,202205,2,1029
9000088977,50000,1885.0546581732178,7,0,1,0,2,0,8,0,60,11194.533327,15940.404884,0.0,2,1,1,1,3,2,2,2,2,31,1,8,8,1,2,3,1,2,1,5,4,1,2,1,0,0,2,1,202206,2,1025
9000089068,150000,5256.504294018362,6,0,0,0,0,0,0,0,60,5294.5845627,7064.1012159,0.0,2,1,1,2,5,3,2,2,0,53,1,6,6,1,4,2,1,4,3,3,2,1,3,1,1,1,3,1,202205,1,1029
9000089173,36000,1893.3477227760263,6,0,2,0,0,0,22,0,40,31134.688142,40945.525228,0.0,2,1,1,2,5,3,2,2,8,52,1,6,6,1,4,1,1,6,2,4,6,1,1,1,2,0,4,1,202206,1,1029
9000089250,72000,3149.501652871677,5,0,0,0,0,0,0,0,116,14993.496121,21567.77128,0.0,3,2,1,2,3,2,2,3,12,33,1,9,9,1,3,4,1,2,3,1,5,4,6,2,0,0,3,2,202205,3,1026
9000089260,51636,1931.9416540199777,7,1,0,0,0,0,0,0,80,28382.083717,37403.426841,0.0,4,1,1,2,3,2,2,3,4,33,1,6,6,97,8,3,1,6,3,1,4,1,1,1,4,0,8,1,202206,2,1025
9000089391,115000,4848.217586099134,5,0,0,0,0,0,0,0,80,24318.519226,35317.95836,0.0,2,3,3,2,7,3,2,2,8,73,1,7,7,1,3,2,1,6,3,1,2,4,6,2,1,0,3,1,202205,2,1033
9000089688,84436,2836.660365722302,3,0,0,0,0,0,0,0,0,94928.157584,0.0,317825.94821,1,3,3,2,7,3,1,0,0,73,1,2,2,1,1,1,2,9,3,2,7,1,2,1,0,0,1,1,202206,0,1034
9000089949,46000,1921.1649214211595,4,0,0,0,0,0,0,0,110,17040.122235,24225.915942,0.0,3,1,1,2,5,3,2,3,7,53,1,7,7,1,4,4,1,4,3,2,3,4,6,2,0,1,3,2,202205,3,1030
9000095644,134350,4563.10261362896,7,0,0,0,0,0,0,0,40,9440.7293232,0.0,35706.942001,1,1,1,1,5,3,2,1,2,51,1,7,7,1,1,2,2,1,1,5,1,2,6,1,0,0,1,1,202206,1,1029
9000095784,181100,8307.647517299163,3,0,0,0,0,0,0,0,0,53656.241709,0.0,210593.81122,1,1,4,2,5,3,2,1,3,53,1,3,3,1,1,2,2,9,3,2,1,4,6,2,0,0,1,2,202206,0,1030
9000095812,200000,13254.043780025791,6,0,0,0,0,0,25,15,0,20192.382652,26605.7996,0.0,1,2,2,2,9,4,2,1,6,93,1,3,3,4,1,1,2,9,3,1,2,1,1,1,0,0,1,1,202206,0,1037
9000095852,60000,2007.155509390979,4,0,0,0,0,0,0,0,0,39421.105504,51203.168531,0.0,1,3,3,2,2,1,2,1,0,23,1,4,4,2,1,1,2,9,3,3,4,1,2,1,0,0,1,1,202207,0,1023
9000095878,44824,1915.7479982679597,5,0,0,0,0,0,0,0,110,138879.34374,201292.40816,0.0,3,1,1,2,9,4,1,4,5,93,1,10,10,1,7,4,1,6,3,1,2,1,1,1,4,0,7,1,202206,3,1037
9000095963,75000,2623.011378039924,3,0,0,0,0,0,2,0,50,132744.81374,174444.4421,0.0,2,3,3,2,8,4,1,2,1,83,1,1,1,1,2,2,1,2,3,3,4,1,3,1,0,0,2,1,202206,1,1035
9000095990,340000,12113.812798139694,5,0,0,0,0,0,0,0,130,17876.555207,27103.446814,0.0,3,3,3,2,5,3,2,3,2,52,1,8,8,1,4,3,1,4,2,4,3,1,5,1,0,1,3,1,202207,3,1029
9000096024,86025,2993.453299152319,3,0,5,0,0,20,0,0,68,33879.907082,43421.237871,0.0,2,3,3,2,4,2,2,2,4,43,1,2,2,1,2,2,1,2,3,1,2,1,1,1,0,0,2,1,202206,2,1027
9000096326,75000,3386.6355654717977,3,0,8,0,0,0,0,0,0,94733.673353,129374.11932,0.0,2,1,1,1,5,3,1,2,4,51,1,4,4,1,3,1,1,6,1,5,3,1,4,1,1,0,3,1,202206,0,1029
